Notification Date,School,City,School District,Health Region,Exposure Dates,Extra Info
05/14/2021,Ecole Glen Elementary,Coquitlam,43,Fraser Health Authority,May 11,Exposure 12
05/14/2021,Moscrop Secondary,Burnaby,41,Fraser Health Authority,May 10 and 11,Exposure 17
05/14/2021,Port Moody Secondary,Port Moody,43,Fraser Health Authority,May 3 and 4,Exposure 7
05/14/2021,Holly Elementary (Surrey),Surrey,36,Fraser Health Authority,"""May 10, 11, 12, and 13""",Exposure 13
05/14/2021,Sands Secondary,Delta,37,Fraser Health Authority,May 10 and 11,Exposure 14
05/14/2021,Burnaby South Secondary,Burnaby,41,Fraser Health Authority,May 10 and 11,Exposure 15
05/14/2021,Cameron Elementary,Burnaby,41,Fraser Health Authority,May 10,Exposure 7
05/14/2021,Byrne Creek Community Secondary,Burnaby,41,Fraser Health Authority,May 6,Exposure 24
05/14/2021,La Verendrye,Chilliwack,93,Fraser Health Authority,"""May 3, 4, 5, 7, 10, and 11""",Exposure 2
05/14/2021,Cascade Heights Elementary,Burnaby,41,Fraser Health Authority,"""May 10, 11, and 12""",Exposure 5
05/14/2021,King George Secondary,Vancouver,39,Fraser Health Authority,May 7,Exposure 12
05/14/2021,Ecole Qayqayt Elementary,New Westminster,40,Fraser Health Authority,"""May 10, 11""",Exposure 6
05/14/2021,Discover Montessori School (Nanaimo),Nanaimo,Independent Schools in Island Health,Vancouver Island Health Authority,"""May 4, 5""",Exposure 2
05/14/2021,Elphinstone Secondary,Gibsons,46,Vancouver Coastal Health,May 11,Exposure 5
05/14/2021,Elphinstone Secondary,Gibsons,46,Vancouver Coastal Health,May 10,Exposure 4
05/14/2021,Fawkes Academy,Burnaby,Independent Schools in Fraser Health,Fraser Health Authority,May 10 and 12 (Dates on the BCCDC webpage),Exposure 2
05/13/2021,Pinewood Elementary (Delta),Delta,37,Fraser Health Authority,"""May 3, 5, 6, and 7""",Exposure 2
05/13/2021,False Creek Elementary,Vancouver,39,Vancouver Coastal Health,May 10,Exposure 4
05/13/2021,Burnsview Secondary,Delta,37,Fraser Health Authority,May 10,Exposure 15
05/13/2021,Collingwood School (Morven Campus),West Vancouver,Independent Schools in Coastal Health,Vancouver Coastal Health,May 4,Exposure 14
05/13/2021,Serpentine Heights Elementary,Surrey,36,Fraser Health Authority,May 10,Exposure 9
05/13/2021,Lord Roberts Annex,Vancouver,39,Vancouver Coastal Health,May 10,Exposure 6
05/13/2021,Khalsa Elementary School Old Yale Road,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,May 6 and 10,Exposure 12
05/13/2021,Invergarry Adult Education Centre,Surrey,36,Fraser Health Authority,"""May 4, 5, 6""",Exposure 4
05/13/2021,Kwantlen Park Secondary,Surrey,36,Fraser Health Authority,"""May 5, 6, 7, 8, 9, 10""",Exposure 27
05/13/2021,Newton Elementary,Surrey,36,Fraser Health Authority,"""May 10, 11""",Exposure 9
05/13/2021,Montecito Elementary,Burnaby,41,Fraser Health Authority,May 10,Exposure 10
05/13/2021,New Westminster Secondary,New Westminster,40,Fraser Health Authority,"""May 4, 5, 6, 7""",Exposure 31
05/13/2021,Centennial Secondary School,Coquitlam,43,Fraser Health Authority,"""May 6, 7, 10""",Exposure 21
05/13/2021,Cameron Elementary,Burnaby,41,Fraser Health Authority,"""May 5, 6, and 7""",Exposure 6
05/13/2021,North Surrey Secondary,Surrey,36,Fraser Health Authority,May 10,Exposure 28
05/13/2021,Abbotsford Traditional Senior Secondary,Abbotsford,34,Fraser Health Authority,May 11,Exposure 21
05/13/2021,Abbotsford Traditional Senior Secondary,Abbotsford,34,Fraser Health Authority,May 10,Exposure 20
05/13/2021,Killarney Secondary,Vancouver,39,Vancouver Coastal Health,"""May 3, 4""",Exposure 28
05/13/2021,Mission Central Elementary,Mission,75,Fraser Health Authority,May 11,Exposure 6
05/13/2021,West Point Grey Academy,Vancouver,Independent Schools in Coastal Health,Vancouver Coastal Health,May 11,Exposure 8
05/13/2021,Abbotsford Senior Secondary School,Abbotsford,34,Fraser Health Authority,"""May 6, 7""",Exposure 26
05/13/2021,ASIA - North Poplar,Abbotsford,34,Fraser Health Authority,May 7,Exposure 8
05/13/2021,William A. Fraser Middle School,Abbotsford,34,Fraser Health Authority,May 5,Exposure 14
05/13/2021,Fleetwood Park Secondary,Surrey,36,Fraser Health Authority,"""May 4, 5, 6,""",Exposure 40
05/13/2021,Rick Hansen Secondary,Abbotsford,34,Fraser Health Authority,May 10,Exposure 23
05/13/2021,John Oliver Secondary,Vancouver,39,Vancouver Coastal Health,"""May 7, 11, 12""",Exposure 28
05/13/2021,Edwin S Richards Elementary,Mission,75,Fraser Health Authority,"""May 5, 6, and 7""",Exposure 4
05/13/2021,Semiahmoo Secondary,Surrey,36,Fraser Health Authority,May 6,Exposure 28
05/13/2021,Hatzic Middle School,Mission,75,Fraser Health Authority,"""May 6, 7, and 10""",There is a 'functional closure' of this school. It will re-open Tuesday May 25th. (Documentation on file)
05/13/2021,Windermere Elementary,,6,Vancouver Coastal Health,"""May 10, 11""",Exposure 11
05/13/2021,Morley Elementary,Burnaby,41,Fraser Health Authority,"""May 4, 5, and 6""",Exposure 7
05/13/2021,Earl Marriott Secondary,Surrey,36,Fraser Health Authority,May 6,Exposure 23
05/13/2021,Pinewood Elementary (Delta),Delta,37,Fraser Health Authority,May 4,Exposure 3
05/13/2021,Elphinstone Secondary,Gibsons,46,Vancouver Coastal Health,"""May 6, 7""",Exposure 3
05/13/2021,Harry Sayers Elementary,Abbotsford,34,Fraser Health Authority,"""May 3, 5, 6, and 7""",Exposure 12
05/13/2021,Burnaby South Secondary,Burnaby,41,Fraser Health Authority,May 7,Exposure 14
05/13/2021,Princess Margaret Secondary School (Surrey),Surrey,36,Fraser Health Authority,May 6,Expsoure 49
05/13/2021,North Ridge Elementary (Surrey),Surrey,36,Fraser Health Authority,"""May 3, 4, 5""",Exposure 15
05/13/2021,Princess Margaret Secondary School (Surrey),Surrey,36,,"""May 10, 11""",Exposure 50
05/13/2021,David Thompson Secondary (Vancouver),Vancouver,39,Vancouver Coastal Health,May 7,Exposure 16
05/13/2021,City Central Learning Centre,Surrey,36,Fraser Health Authority,May 6,Exposure 5
05/13/2021,North Surrey Learning Centre,Surrey,36,Fraser Health Authority,May 4,Exposure 5
05/13/2021,Maple Ridge Christian School,Maple Ridge,Independent Schools in Fraser Health,Fraser Health Authority,May 10 and 11 (Documentation on file),The High School is closed on Friday May 14th for deep cleaning.
05/13/2021,Maple Ridge Christian School,Maple Ridge,Independent Schools in Fraser Health,Fraser Health Authority,"""May 6, 7""",One class is moving to home learning from Tuesday May 18th to Tuesday May 25th and will return to on-site classes on the 26th. (Documentation on file)
05/12/2021,Vedder Elementary,Chilliwack,33,Fraser Health Authority,"""May 5, 6, and 7""",Exposure 8
05/12/2021,Hatzic Elementary,Mission,75,Fraser Health Authority,"""May 5, 6, and 7""",Exposure 5
05/12/2021,Woodland Park Elementary,Surrey,36,Fraser Health Authority,"""May 3, 4, 5, 6, and 7""",Exposure 5
05/12/2021,Queen Elizabeth Secondary,Surrey,36,Fraser Health Authority,"""May 5, 6, and 10""",Exposure 51
05/12/2021,Hillside Traditional Academy,Mission,75,Fraser Health Authority,"""May 3, 4, 5, 6, and 7""",Exposure 4
05/12/2021,Johnston Heights Secondary,Surrey,36,Fraser Health Authority,May 3,Exposure 31
05/12/2021,Walter Moberly Elementary,Vancouver,39,Vancouver Coastal Health,"""April 29, 30, May 3, 4, 5, 6, 7, 10 and 11""",Exposure 7
05/12/2021,Adams Road Elementary,Surrey,36,Fraser Health Authority,May 4,Different exposure then exposure 7
05/12/2021,Surrey Centre Elementary,Surrey,36,Fraser Health Authority,April 30,Exposure 10
05/12/2021,Windsor Elementary,Burnaby,41,Fraser Health Authority,"""May 6, 7""",Exposure 5
05/12/2021,Armstrong Elementary (Burnaby),Burnaby,41,Fraser Health Authority,May 7,Exposure 9
05/12/2021,Lakeview Elementary,Burnaby,41,Fraser Health Authority,May 7,Exposure 7
05/12/2021,West Heights Elementary,Mission,75,Fraser Health Authority,"""May 5, 6, 7""",Exposure 4
05/12/2021,Pinetree Way Elementary,Coquitlam,43,Fraser Health Authority,May 5 and 6,Exposure 2
05/12/2021,Edith Cavell Elementary,Vancouver,39,Vancouver Coastal Health,May 10,Exposure 6
05/12/2021,Mennonite Educational Institute Secondary School,Abbotsford,Independent Schools in Fraser Health,Fraser Health Authority,"""May 6, 7""",Exposure 17
05/12/2021,Pleasant Valley Secondary,Armstrong,83,Interior Health Authority,"""May 4, 5, 6, 7""",Exposure 3
05/12/2021,Cousteau L'Ecole Francaise Interna'le,North Vancouver,Independent Schools in Coastal Health,Vancouver Coastal Health,May 7,Exposure 2
05/12/2021,Lord Roberts Annex,Vancouver,39,Vancouver Coastal Health,May 4,Exposure 5
05/12/2021,Duncan Cran Elementary,,60,Northern Health,May 4,Exposure 5
05/12/2021,Fraser Academy,Vancouver,Independent Schools in Coastal Health,Vancouver Coastal Health,"""May 4, 5, 6, and 7""",Exposure 4
05/12/2021,Highroad Academy,Chilliwack,Independent Schools in Fraser Health,Fraser Health Authority,"""May 5, 6, and 7""",Exposure 3
05/12/2021,Abbotsford Dasmesh Punjabi,Abbotsford,Independent Schools in Fraser Health,Fraser Health Authority,"""May 4, 5, adn 6""",Exposure 18
05/12/2021,Heritage Christian Online School (DL),Kelowna,23,Interior Health Authority,May 6,"""This exposure is listed on the BCCDC Fraser Health webpage but we understand that this school is located in Kelowna, making it part of Interior Health and have listed it as such on our database."""
05/12/2021,Hjorth Road Elementary,Surrey,36,Fraser Health Authority,April 28,Exposure 8
05/12/2021,Chatelech Secondary,Sechelt,46,Vancouver Coastal Health,May 6,Exposure 6
05/12/2021,W J Mouat Secondary,Abbotsford,34,Fraser Health Authority,May 10 and 11,Exposure 23
05/12/2021,North Surrey Secondary,Surrey,36,Fraser Health Authority,May 5 and 6,Exposure 27
05/12/2021,Kelowna Secondary School,Kelowna,23,Interior Health Authority,"""May 3, 4, 6, 7, and 11""",Exposure 34
05/12/2021,Yale Secondary,Abbotsford,34,Fraser Health Authority,"""May 4, 5, and 6""",Exposure 27
05/12/2021,Bonaccord Elementary,Surrey,36,Fraser Health Authority,May 4 and 5,Exposure 13
05/12/2021,Langley Secondary,Langley,35,Fraser Health Authority,May 3 and 4,Exposure 17
05/12/2021,L A Matheson Secondary,Surrey,36,Fraser Health Authority,May 5 and 6,Exposure 45
05/12/2021,Holly Elementary (Surrey),Surrey,36,Fraser Health Authority,May 6,Different then Exposure 11
05/12/2021,Mountainview Montessori,Surrey,36,Fraser Health Authority,May 6,Exposure 4
05/12/2021,North Surrey Learning Centre,Surrey,36,Fraser Health Authority,May 6,Exposure 4
05/12/2021,Sir Alexander Mackenzie Elementary,Vancouver,39,Vancouver Coastal Health,May 10,Exposure 4
05/12/2021,Sunshine Hills Elementary,Delta,37,Fraser Health Authority,"""May 3, 4, 5, 6, and 7""",Exposure 7
05/12/2021,Taylor Park Elementary,Burnaby,41,Fraser Health Authority,"""May 5, 6, and 7""",Exposure 4
05/12/2021,Ecole Riverside Secondary,Port Coquitlam,43,Fraser Health Authority,May 6,Exposure 15
05/12/2021,Highland Park Elementary,Pitt Meadows,42,Fraser Health Authority,"""May 4, 5, and 6""",Exposure 3
05/12/2021,Margaret Stenersen Elementary,Abbotsford,34,Fraser Health Authority,May 4 and 5,Exposure 6
05/12/2021,Mission Senior Secondary,Mission,75,Fraser Health Authority,May 4,Exposure 13
05/12/2021,Pitt Meadows Secondary,Pitt Meadows,42,Fraser Health Authority,"""May 3, 4, 5, and 6""",Exposure 11
05/12/2021,Alif Academy Education,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,May 6 and 7,Exposure 2
05/12/2021,North Ridge Elementary (Surrey),Surrey,36,Fraser Health Authority,"""May 3, 4""",Exposure 14
05/12/2021,Strawberry Hill Elementary,Surrey,36,Fraser Health Authority,"""May 6, 7, 8, 9, 10""",Exposure 11
05/11/2021,Guildford Park Secondary,Surrey,36,Fraser Health Authority,May 4 and 5,Exposure 35
05/11/2021,Jessie Lee Elementary,Surrey,36,Fraser Health Authority,"""May 3, 4, and 5""",Exposure 3
05/11/2021,New Hazelton Elementary,New Hazelton,82,Northern Health,May 4 and 5,Exposure 1
05/11/2021,Hazelton Secondary,Hazelton,82,Northern Health,May 4 and 5,Exposure 3
05/11/2021,Majagaleehl Gali Aks Elementary,Hazelton,82,Northern Health,May 4 and 5,Exposure 4
05/11/2021,Auguston Traditional Elementary,Abbotsford,34,Fraser Health Authority,May 6 and 7,Exposure 1
05/11/2021,Robert Bateman Secondary,Abbotsford,34,Fraser Health Authority,May 5 and 7,Exposure 15
05/11/2021,Terry Fox Secondary,Port Coquitlam,43,Fraser Health Authority,"""May 4, 5, and 6""",Exposure 21
05/11/2021,Coquihalla Elementary,Hope,78,Fraser Health Authority,May 5,Exposure 3
05/11/2021,Abbotsford Middle School,Abbotsford,34,Fraser Health Authority,"""May 3, 4, 5, 6, and 7""",Exposure 12
05/11/2021,Gladstone Secondary,Vancouver,39,Vancouver Coastal Health,"""April 27, 28. 29, 30 - May 3, 4, 5, 6, 7""",Exposure 22
05/11/2021,John Henderson Elementary,Vancouver,39,Vancouver Coastal Health,"""May 3, 4, 5""",Exposure 5
05/11/2021,Hatzic Middle School,Mission,75,Fraser Health Authority,May 3 and 4,Exposure 17
05/11/2021,Burnaby Central Secondary,Burnaby,41,Fraser Health Authority,"""May 4, 5""",Exposure 22
05/11/2021,Fleetwood Park Secondary,Surrey,36,Fraser Health Authority,"""May 3, 4, and 5""",Exposure 39
05/11/2021,University Hill Secondary,Vancouver,39,Vancouver Coastal Health,May 5 and 7,Exposure 8
05/11/2021,North Peace Secondary,,60,Northern Health,May 3 and 5,Exposure 21
05/11/2021,Strawberry Hill Elementary,Surrey,36,Fraser Health Authority,May 4 and 5,Exposure 10
05/11/2021,Chalmers Elementary,Delta,37,Fraser Health Authority,"""May 6, 7""",Exposure 14
05/11/2021,Aldergrove Community Secondary,Aldergrove,35,Fraser Health Authority,May 5 and 6,Exposure 15
05/11/2021,Rutland Senior Secondary,Kelowna,23,Interior Health Authority,May 6 and 7,Exposure 18
05/11/2021,Nicomekl Elementary,Langley,35,Fraser Health Authority,"""May 4, 5, and 6""",Exposure 2
05/11/2021,Margaret Stenersen Elementary,Abbotsford,34,Fraser Health Authority,"""May 6, 7""",2 classes asked to self isolate
05/11/2021,Mountain Elementary,Abbotsford,34,Fraser Health Authority,"""May 5, 6""",Exposure 7
05/11/2021,ASIA - North Poplar,Abbotsford,34,Fraser Health Authority,"""April 28, 29 - May 3, 4""",Exposure 6
05/11/2021,ASIA - North Poplar,Abbotsford,34,Fraser Health Authority,"""May 5, 6""",Expousre 7
05/11/2021,Guildford Park Secondary,Surrey,36,Fraser Health Authority,May 6,Exposure 36
05/11/2021,Surrey Traditional,Surrey,36,Fraser Health Authority,May 5 and 6,Exposure 15
05/11/2021,John Calvin School,Chilliwack,Independent Schools in Fraser Health,Fraser Health Authority,May 6 and 7,Exposure 5
05/11/2021,Burnsview Secondary,Delta,37,Fraser Health Authority,Apil 30,Expousre 14
05/11/2021,Khalsa School of the Fraser Valley,Langley,Independent Schools in Fraser Health,Fraser Health Authority,"""May 5, 6, and 7""",Exposure 7
05/11/2021,Westerman Elementary,Surrey,36,Fraser Health Authority,May 3,Exposure 21
05/11/2021,Abbotsford Christian School,Abbotsford,Independent Schools in Fraser Health,Fraser Health Authority,"""April 30 - May 3, 4, 5, 6, 7""",Took place in the Elementary school
05/11/2021,Lord Kelvin Elementary,New Westminster,40,Fraser Health Authority,May 4 and 5,Exposure 3
05/11/2021,Mission Senior Secondary,Mission,75,Fraser Health Authority,May 6,Exposure 11
05/11/2021,Armstrong Elementary (Burnaby),Burnaby,41,Fraser Health Authority,May 6,Exposure 8
05/11/2021,Frost Road Elementary,Surrey,36,Fraser Health Authority,May 5,Exposure 6
05/11/2021,Holly Elementary (Surrey),Surrey,36,Fraser Health Authority,"""May 3, 5, 6""",Exposure 11
05/11/2021,Sikh Academy (Newton),Surrey,Independent Schools in Fraser Health,Fraser Health Authority,May 3,Exposure 16
05/11/2021,Godson Elementary,Abbotsford,34,Fraser Health Authority,"""May 6, 7""",Exposure 13
05/11/2021,Laity View Elementary,Maple Ridge,42,Fraser Health Authority,"""May 4, 5, and 6""",Exposure 5
05/11/2021,Hjorth Road Elementary,Surrey,36,Fraser Health Authority,May 3,Exposure 7
05/11/2021,Abbotsford Christian School,Abbotsford,Independent Schools in Fraser Health,Fraser Health Authority,May 3,This was in the Elementary school
05/11/2021,Nootka Community Elementary,Vancouver,39,Vancouver Coastal Health,May 6 and 7,Exposure 4
05/11/2021,Bonaccord Elementary,Surrey,36,Fraser Health Authority,"""April 29, 30""",Different exposure then Exposure 10 and 12
05/11/2021,McLeod Elementary Secondary,Groundbirch,59,Northern Health,"""May 3, 4, and 5""",Exposure 1
05/11/2021,Alwin Holland Elementary,,60,Northern Health,May 3 and 4,Exposure 4
05/11/2021,Bonaccord Elementary,Surrey,36,Fraser Health Authority,"""April 29, 30""",Different exposure then 10 and 11
05/11/2021,Bert Bowes Middle School,,60,Northern Health,"""April 27, 28, 29, and 30""",Exposure 8
05/11/2021,North Peace Secondary,,60,Northern Health,May 6,Exposure 22
05/11/2021,Henry Anderson Elementary,Richmond,38,Vancouver Coastal Health,"""May 5, 6, and 7 (Dates on the BCCDC webpage)""",Exposure 5
05/11/2021,Kirkbride Elementary,Surrey,36,Fraser Health Authority,May 5,Exposure 7
05/11/2021,Chimney Hill Elementary,Surrey,36,Fraser Health Authority,April 30,Exposure 10
05/11/2021,Latimer Road Elementary,Surrey,36,Fraser Health Authority,"""April 30 - May 1, 2, 3, 4, 5, 6""",Exposure 11
05/11/2021,Garibaldi Highlands Elementary,Garibaldi Highlands,48,Vancouver Coastal Health,May 4 and 5 (Dates on the BCCDC webpage),Exposure 5
05/11/2021,Lord Roberts Annex,Vancouver,39,Vancouver Coastal Health,May 6 and 7,Exposure 4
05/11/2021,St Patrick Regional Secondary,Vancouver,Independent Schools in Coastal Health,Vancouver Coastal Health,May 7,Exposure 11
05/11/2021,Ecole Heritage Park Middle School,Mission,75,Fraser Health Authority,"""April 26, 27, 28, 29, May 3 and 4""",Exposure 3
05/11/2021,North Delta Secondary,Delta,37,Fraser Health Authority,"""May 4, 6""",Exposure 37
05/11/2021,Princess Margaret Secondary School (Surrey),Surrey,36,Fraser Health Authority,"""May 4, 5""",Exposure 48
05/11/2021,Mission Senior Secondary,Mission,75,Fraser Health Authority,"""April 26, 27, 28, 29, May 3 and 4""",Exposure 12
